seq_sha1,representative_seq_id,member_seq_id,split,pdb_id,chain_id,is_representative
404a6fc6d80656da,1aig__L,7mh3__L,train,7mh3,L,0
404a6fc6d80656da,1aig__L,7mh4__L,train,7mh4,L,0
404a6fc6d80656da,1aig__L,7mh5__L,train,7mh5,L,0
404a6fc6d80656da,1aig__L,7mh8__L,train,7mh8,L,0
404a6fc6d80656da,1aig__L,7mh9__L,train,7mh9,L,0
404a6fc6d80656da,1aig__L,7mha__L,train,7mha,L,0
404a6fc6d80656da,1aig__L,7vnm__L,train,7vnm,L,0
404a6fc6d80656da,1aig__L,7vny__L,train,7vny,L,0
404a6fc6d80656da,1aig__L,8vtj__L,train,8vtj,L,0
404a6fc6d80656da,1aig__L,8vtk__L,train,8vtk,L,0
eebe3e2e3b665401,1aig__M,1aig__M,train,1aig,M,1
eebe3e2e3b665401,1aig__M,1ds8__M,train,1ds8,M,0
eebe3e2e3b665401,1aig__M,1dv3__M,train,1dv3,M,0
eebe3e2e3b665401,1aig__M,1dv6__M,train,1dv6,M,0
7d624054c41ecf74,1aij__M,1aij__M,train,1aij,M,1
7d624054c41ecf74,1aij__M,1rvj__M,train,1rvj,M,0
7d624054c41ecf74,1aij__M,1ry5__M,train,1ry5,M,0
7d624054c41ecf74,1aij__M,3zum__M,train,3zum,M,0
5cffddb50e489181,1ap9__A,1ap9__A,train,1ap9,A,1
5cffddb50e489181,1ap9__A,1ap9__B,train,1ap9,B,0
5cffddb50e489181,1ap9__A,1ap9__C,train,1ap9,C,0
991a4b8aff340880,1ar1__A,1ar1__A,train,1ar1,A,1
991a4b8aff340880,1ar1__A,3hb3__A,train,3hb3,A,0
9fff3f5973b438a8,1ar1__B,1ar1__B,train,1ar1,B,1
9fff3f5973b438a8,1ar1__B,1qle__B,train,1qle,B,0
9fff3f5973b438a8,1ar1__B,3hb3__B,train,3hb3,B,0
9cb56dc660b30a37,1at9__A,1at9__A,train,1at9,A,1
9cb56dc660b30a37,1at9__A,1at9__B,train,1at9,B,0
9cb56dc660b30a37,1at9__A,1at9__C,train,1at9,C,0
305586a78b3646e7,1bcc__C,1bcc__C,train,1bcc,C,1
305586a78b3646e7,1bcc__C,1bcc__M,train,1bcc,M,0
305586a78b3646e7,1bcc__C,3h1h__P,train,3h1h,P,0
305586a78b3646e7,1bcc__C,3h1j__P,train,3h1j,P,0
305586a78b3646e7,1bcc__C,3h1k__P,train,3h1k,P,0
305586a78b3646e7,1bcc__C,3h1l__P,train,3h1l,P,0
305586a78b3646e7,1bcc__C,3l70__P,train,3l70,P,0
305586a78b3646e7,1bcc__C,3l71__P,train,3l71,P,0
305586a78b3646e7,1bcc__C,3l72__P,train,3l72,P,0
305586a78b3646e7,1bcc__C,3l73__P,train,3l73,P,0
305586a78b3646e7,1bcc__C,3l74__P,train,3l74,P,0
305586a78b3646e7,1bcc__C,3l75__P,train,3l75,P,0
305586a78b3646e7,1bcc__C,3tgu__P,train,3tgu,P,0
c554ceea4401c46c,1be3__C,1be3__C,train,1be3,C,1
c554ceea4401c46c,1be3__C,1bgy__C,train,1bgy,C,0
c554ceea4401c46c,1be3__C,1bgy__O,train,1bgy,O,0
c554ceea4401c46c,1be3__C,7r3v__C,train,7r3v,C,0
c554ceea4401c46c,1be3__C,8p65__C,train,8p65,C,0
c554ceea4401c46c,1be3__C,8p65__P,train,8p65,P,0
27a928b39d889d48,1bl8__A,1bl8__A,train,1bl8,A,1
27a928b39d889d48,1bl8__A,1bl8__B,train,1bl8,B,0
27a928b39d889d48,1bl8__A,1bl8__C,train,1bl8,C,0
27a928b39d889d48,1bl8__A,1bl8__D,train,1bl8,D,0
27a928b39d889d48,1bl8__A,2qto__A,train,2qto,A,0
27a928b39d889d48,1bl8__A,2qto__B,train,2qto,B,0
27a928b39d889d48,1bl8__A,2qto__C,train,2qto,C,0
27a928b39d889d48,1bl8__A,2qto__D,train,2qto,D,0
297af033e53a2e9a,1brr__A,1brr__A,train,1brr,A,1
08c82edfb13a9a28,1brr__B,1brr__B,train,1brr,B,1
73c144092b0642e4,1brr__C,1brr__C,train,1brr,C,1
701b32b696d1d775,1brx__A,1brx__A,train,1brx,A,1
701b32b696d1d775,1brx__A,1brx__B,train,1brx,B,0
701b32b696d1d775,1brx__A,1brx__C,train,1brx,C,0
701b32b696d1d775,1brx__A,5a44__A,train,5a44,A,0
701b32b696d1d775,1brx__A,5a44__B,train,5a44,B,0
701b32b696d1d775,1brx__A,5a44__C,train,5a44,C,0
ebee2348c6b201a4,1c3w__A,1c3w__A,train,1c3w,A,1
ebee2348c6b201a4,1c3w__A,1c3w__B,train,1c3w,B,0
ebee2348c6b201a4,1c3w__A,1c3w__C,train,1c3w,C,0
ebee2348c6b201a4,1c3w__A,1kgb__A,train,1kgb,A,0
ebee2348c6b201a4,1c3w__A,1kgb__B,train,1kgb,B,0
ebee2348c6b201a4,1c3w__A,1kgb__C,train,1kgb,C,0
ebee2348c6b201a4,1c3w__A,1m0k__A,train,1m0k,A,0
ebee2348c6b201a4,1c3w__A,1m0k__B,train,1m0k,B,0
ebee2348c6b201a4,1c3w__A,1m0k__C,train,1m0k,C,0
ebee2348c6b201a4,1c3w__A,1m0l__A,train,1m0l,A,0
ebee2348c6b201a4,1c3w__A,1m0l__B,train,1m0l,B,0
ebee2348c6b201a4,1c3w__A,1m0l__C,train,1m0l,C,0
ebee2348c6b201a4,1c3w__A,1m0m__A,train,1m0m,A,0
ebee2348c6b201a4,1c3w__A,1m0m__B,train,1m0m,B,0
ebee2348c6b201a4,1c3w__A,1m0m__C,train,1m0m,C,0
ebee2348c6b201a4,1c3w__A,1o0a__A,train,1o0a,A,0
ebee2348c6b201a4,1c3w__A,1o0a__B,train,1o0a,B,0
ebee2348c6b201a4,1c3w__A,1o0a__C,train,1o0a,C,0
ebee2348c6b201a4,1c3w__A,1p8h__A,train,1p8h,A,0
ebee2348c6b201a4,1c3w__A,1p8h__B,train,1p8h,B,0
ebee2348c6b201a4,1c3w__A,1p8h__C,train,1p8h,C,0
ebee2348c6b201a4,1c3w__A,2ntu__A,train,2ntu,A,0
ebee2348c6b201a4,1c3w__A,2ntu__B,train,2ntu,B,0
ebee2348c6b201a4,1c3w__A,2ntu__C,train,2ntu,C,0
ebee2348c6b201a4,1c3w__A,2ntw__A,train,2ntw,A,0
ebee2348c6b201a4,1c3w__A,2ntw__B,train,2ntw,B,0
ebee2348c6b201a4,1c3w__A,2ntw__C,train,2ntw,C,0
ebee2348c6b201a4,1c3w__A,3mbv__A,train,3mbv,A,0
ebee2348c6b201a4,1c3w__A,3mbv__B,train,3mbv,B,0
ebee2348c6b201a4,1c3w__A,3mbv__C,train,3mbv,C,0
fd483f6b695c24dd,1c8s__A,1c8s__A,train,1c8s,A,1
fd483f6b695c24dd,1c8s__A,1c8s__B,train,1c8s,B,0
fd483f6b695c24dd,1c8s__A,1c8s__C,train,1c8s,C,0
6a9b9301526efdc8,1cwq__A,1cwq__A,train,1cwq,A,1
6a9b9301526efdc8,1cwq__A,1cwq__C,train,1cwq,C,0
6a9b9301526efdc8,1cwq__A,1cwq__E,train,1cwq,E,0
713d18040088fa85,1dxr__L,1dxr__L,train,1dxr,L,1
39c8895cde81fe0c,1dxr__M,1dxr__M,train,1dxr,M,1
39c8895cde81fe0c,1dxr__M,1prc__M,train,1prc,M,0
39c8895cde81fe0c,1dxr__M,1r2c__M,train,1r2c,M,0
39c8895cde81fe0c,1dxr__M,1vrn__M,train,1vrn,M,0
39c8895cde81fe0c,1dxr__M,2i5n__M,train,2i5n,M,0
39c8895cde81fe0c,1dxr__M,2jbl__M,train,2jbl,M,0
39c8895cde81fe0c,1dxr__M,2prc__M,train,2prc,M,0
39c8895cde81fe0c,1dxr__M,2wjm__M,train,2wjm,M,0
39c8895cde81fe0c,1dxr__M,2wjn__M,train,2wjn,M,0
39c8895cde81fe0c,1dxr__M,2x5u__M,train,2x5u,M,0
39c8895cde81fe0c,1dxr__M,2x5v__M,train,2x5v,M,0
39c8895cde81fe0c,1dxr__M,3d38__M,train,3d38,M,0
39c8895cde81fe0c,1dxr__M,3prc__M,train,3prc,M,0
39c8895cde81fe0c,1dxr__M,3t6e__M,train,3t6e,M,0
39c8895cde81fe0c,1dxr__M,5nj4__M,train,5nj4,M,0
39c8895cde81fe0c,1dxr__M,5o4c__M,train,5o4c,M,0
39c8895cde81fe0c,1dxr__M,5o64__M,train,5o64,M,0
39c8895cde81fe0c,1dxr__M,5prc__M,train,5prc,M,0
39c8895cde81fe0c,1dxr__M,6et5__M,train,6et5,M,0
39c8895cde81fe0c,1dxr__M,6prc__M,train,6prc,M,0
39c8895cde81fe0c,1dxr__M,6zhw__M,train,6zhw,M,0
39c8895cde81fe0c,1dxr__M,6zi4__M,train,6zi4,M,0
39c8895cde81fe0c,1dxr__M,6zi5__M,train,6zi5,M,0
39c8895cde81fe0c,1dxr__M,6zi6__M,train,6zi6,M,0
39c8895cde81fe0c,1dxr__M,6zi9__M,train,6zi9,M,0
39c8895cde81fe0c,1dxr__M,6zia__M,train,6zia,M,0
39c8895cde81fe0c,1dxr__M,6zid__M,train,6zid,M,0
39c8895cde81fe0c,1dxr__M,7prc__M,train,7prc,M,0
63cf839626387d6f,1dze__A,1dze__A,train,1dze,A,1
63cf839626387d6f,1dze__A,1dze__C,train,1dze,C,0
63cf839626387d6f,1dze__A,1dze__D,train,1dze,D,0
e27a314cae2ca7a2,1e0p__A,1e0p__A,train,1e0p,A,1
e27a314cae2ca7a2,1e0p__A,1e0p__B,train,1e0p,B,0
e27a314cae2ca7a2,1e0p__A,1e0p__C,train,1e0p,C,0
e27a314cae2ca7a2,1e0p__A,1qhj__A,train,1qhj,A,0
e27a314cae2ca7a2,1e0p__A,1qhj__B,train,1qhj,B,0
e27a314cae2ca7a2,1e0p__A,1qhj__C,train,1qhj,C,0
e27a314cae2ca7a2,1e0p__A,1qko__A,train,1qko,A,0
e27a314cae2ca7a2,1e0p__A,1qko__B,train,1qko,B,0
e27a314cae2ca7a2,1e0p__A,1qko__C,train,1qko,C,0
e27a314cae2ca7a2,1e0p__A,1qkp__A,train,1qkp,A,0
e27a314cae2ca7a2,1e0p__A,1qkp__B,train,1qkp,B,0
e27a314cae2ca7a2,1e0p__A,1qkp__C,train,1qkp,C,0
e27a314cae2ca7a2,1e0p__A,1vjm__A,train,1vjm,A,0
e27a314cae2ca7a2,1e0p__A,1vjm__B,train,1vjm,B,0
e27a314cae2ca7a2,1e0p__A,1vjm__C,train,1vjm,C,0
e27a314cae2ca7a2,1e0p__A,2zzl__A,train,2zzl,A,0
e27a314cae2ca7a2,1e0p__A,2zzl__C,train,2zzl,C,0
e27a314cae2ca7a2,1e0p__A,2zzl__D,train,2zzl,D,0
e27a314cae2ca7a2,1e0p__A,5zim__A,train,5zim,A,0
e27a314cae2ca7a2,1e0p__A,5zim__B,train,5zim,B,0
e27a314cae2ca7a2,1e0p__A,5zim__C,train,5zim,C,0
e27a314cae2ca7a2,1e0p__A,5zin__A,train,5zin,A,0
e27a314cae2ca7a2,1e0p__A,5zin__B,train,5zin,B,0
e27a314cae2ca7a2,1e0p__A,5zin__C,train,5zin,C,0
4dd638e830f85138,1e12__A,1e12__A,train,1e12,A,1
4dd638e830f85138,1e12__A,1e12__C,train,1e12,C,0
4dd638e830f85138,1e12__A,1e12__D,train,1e12,D,0
47c22963eb265274,1e14__M,1e14__M,train,1e14,M,1
754340ea49c2a56c,1e6d__M,1e6d__M,train,1e6d,M,1
8db08074bac310b9,1e7p__C,1e7p__C,train,1e7p,C,1
8db08074bac310b9,1e7p__C,1e7p__F,train,1e7p,F,0
86c26f83d017260a,1ehk__A,1ehk__A,train,1ehk,A,1
85e32f2880c96563,1eys__L,1eys__L,train,1eys,L,1
4c19dc4e772c1e88,1eys__M,1eys__M,train,1eys,M,1
24e422fbccbddce7,1ezv__C,1ezv__C,train,1ezv,C,1
24e422fbccbddce7,1ezv__C,1ezv__L,train,1ezv,L,0
24e422fbccbddce7,1ezv__C,1kb9__C,train,1kb9,C,0
24e422fbccbddce7,1ezv__C,1kyo__C,train,1kyo,C,0
24e422fbccbddce7,1ezv__C,1kyo__N,train,1kyo,N,0
24e422fbccbddce7,1ezv__C,1p84__C,train,1p84,C,0
24e422fbccbddce7,1ezv__C,1p84__N,train,1p84,N,0
24e422fbccbddce7,1ezv__C,2ibz__C,train,2ibz,C,0
435b2dbec3c7e8d1,1f4z__A,1f4z__A,train,1f4z,A,1
435b2dbec3c7e8d1,1f4z__A,1f4z__B,train,1f4z,B,0
435b2dbec3c7e8d1,1f4z__A,1f4z__C,train,1f4z,C,0
435b2dbec3c7e8d1,1f4z__A,1f50__A,train,1f50,A,0
435b2dbec3c7e8d1,1f4z__A,1f50__B,train,1f50,B,0
435b2dbec3c7e8d1,1f4z__A,1f50__C,train,1f50,C,0
794df105d617e168,1f6n__L,1f6n__L,train,1f6n,L,1
b17bee46cdedb8f7,1f6n__M,1f6n__M,train,1f6n,M,1
b17bee46cdedb8f7,1f6n__M,1fnq__M,train,1fnq,M,0
b17bee46cdedb8f7,1f6n__M,1k6l__M,train,1k6l,M,0
b17bee46cdedb8f7,1f6n__M,1k6n__M,train,1k6n,M,0
b17bee46cdedb8f7,1f6n__M,1m3x__M,train,1m3x,M,0
b17bee46cdedb8f7,1f6n__M,1ogv__M,train,1ogv,M,0
b17bee46cdedb8f7,1f6n__M,1pcr__M,train,1pcr,M,0
b17bee46cdedb8f7,1f6n__M,1rg5__M,train,1rg5,M,0
b17bee46cdedb8f7,1f6n__M,1rgn__M,train,1rgn,M,0
b17bee46cdedb8f7,1f6n__M,1rqk__M,train,1rqk,M,0
b17bee46cdedb8f7,1f6n__M,2bnp__B,train,2bnp,B,0
b17bee46cdedb8f7,1f6n__M,2bns__B,train,2bns,B,0
b17bee46cdedb8f7,1f6n__M,2hg3__M,train,2hg3,M,0
b17bee46cdedb8f7,1f6n__M,2hg9__M,train,2hg9,M,0
b17bee46cdedb8f7,1f6n__M,2hh1__M,train,2hh1,M,0
b17bee46cdedb8f7,1f6n__M,2hhk__M,train,2hhk,M,0
b17bee46cdedb8f7,1f6n__M,2hit__M,train,2hit,M,0
b17bee46cdedb8f7,1f6n__M,2hj6__M,train,2hj6,M,0
b17bee46cdedb8f7,1f6n__M,2wx5__M,train,2wx5,M,0
b17bee46cdedb8f7,1f6n__M,3dsy__M,train,3dsy,M,0
b17bee46cdedb8f7,1f6n__M,3du2__M,train,3du2,M,0
b17bee46cdedb8f7,1f6n__M,3i4d__M,train,3i4d,M,0
b17bee46cdedb8f7,1f6n__M,3zuw__M,train,3zuw,M,0
b17bee46cdedb8f7,1f6n__M,4tqq__M,train,4tqq,M,0
b17bee46cdedb8f7,1f6n__M,5v33__M,train,5v33,M,0
ee352e07226a34c3,1fbb__A,1fbb__A,train,1fbb,A,1
ee352e07226a34c3,1fbb__A,1fbb__B,train,1fbb,B,0
ee352e07226a34c3,1fbb__A,1fbb__C,train,1fbb,C,0
6902f30bb5874867,1fbk__A,1fbk__A,train,1fbk,A,1
6902f30bb5874867,1fbk__A,1fbk__B,train,1fbk,B,0
6902f30bb5874867,1fbk__A,1fbk__C,train,1fbk,C,0
7394b5bacd14769b,1fnp__L,1fnp__L,train,1fnp,L,1
1cf2214b47074f76,1fnp__M,1fnp__M,train,1fnp,M,1
084a99cdc1f3b4fa,1fnq__L,1fnq__L,train,1fnq,L,1
ec2bf29d3e161e1c,1fx8__A,1fx8__A,train,1fx8,A,1
ec2bf29d3e161e1c,1fx8__A,1fx8__B,train,1fx8,B,0
ec2bf29d3e161e1c,1fx8__A,1fx8__C,train,1fx8,C,0
ec2bf29d3e161e1c,1fx8__A,1fx8__D,train,1fx8,D,0
ec2bf29d3e161e1c,1fx8__A,1lda__A,train,1lda,A,0
ec2bf29d3e161e1c,1fx8__A,1lda__B,train,1lda,B,0
ec2bf29d3e161e1c,1fx8__A,1lda__C,train,1lda,C,0
ec2bf29d3e161e1c,1fx8__A,1lda__D,train,1lda,D,0
ec2bf29d3e161e1c,1fx8__A,1ldi__A,train,1ldi,A,0
ec2bf29d3e161e1c,1fx8__A,1ldi__B,train,1ldi,B,0
ec2bf29d3e161e1c,1fx8__A,1ldi__C,train,1ldi,C,0
ec2bf29d3e161e1c,1fx8__A,1ldi__D,train,1ldi,D,0
62c10ea9509a9ecc,1h2s__A,1h2s__A,train,1h2s,A,1
62c10ea9509a9ecc,1h2s__A,1h2s__C,train,1h2s,C,0
b76a4819c2007b2e,1h2s__B,1h2s__B,train,1h2s,B,1
b76a4819c2007b2e,1h2s__B,1h2s__D,train,1h2s,D,0
b76a4819c2007b2e,1h2s__B,5jjj__B,train,5jjj,B,0
b76a4819c2007b2e,1h2s__B,5jjj__D,train,5jjj,D,0
8bc117eb1dfc1693,1iw6__A,1iw6__A,train,1iw6,A,1
8bc117eb1dfc1693,1iw6__A,1iw6__C,train,1iw6,C,0
8bc117eb1dfc1693,1iw6__A,1iw6__D,train,1iw6,D,0
8bc117eb1dfc1693,1iw6__A,1iw9__A,train,1iw9,A,0
8bc117eb1dfc1693,1iw6__A,1iw9__C,train,1iw9,C,0
8bc117eb1dfc1693,1iw6__A,1iw9__D,train,1iw9,D,0
8bc117eb1dfc1693,1iw6__A,1ixf__A,train,1ixf,A,0
8bc117eb1dfc1693,1iw6__A,1ixf__C,train,1ixf,C,0
8bc117eb1dfc1693,1iw6__A,1ixf__D,train,1ixf,D,0
8bc117eb1dfc1693,1iw6__A,1py6__A,train,1py6,A,0
8bc117eb1dfc1693,1iw6__A,1py6__C,train,1py6,C,0
8bc117eb1dfc1693,1iw6__A,1py6__D,train,1py6,D,0
8bc117eb1dfc1693,1iw6__A,1ucq__A,train,1ucq,A,0
8bc117eb1dfc1693,1iw6__A,1ucq__C,train,1ucq,C,0
8bc117eb1dfc1693,1iw6__A,1ucq__D,train,1ucq,D,0
8bc117eb1dfc1693,1iw6__A,1x0s__A,train,1x0s,A,0
8bc117eb1dfc1693,1iw6__A,1x0s__C,train,1x0s,C,0
8bc117eb1dfc1693,1iw6__A,1x0s__D,train,1x0s,D,0
8bc117eb1dfc1693,1iw6__A,2zfe__A,train,2zfe,A,0
8bc117eb1dfc1693,1iw6__A,2zfe__C,train,2zfe,C,0
8bc117eb1dfc1693,1iw6__A,2zfe__D,train,2zfe,D,0
de0fb79c62ec5ca1,1j4n__A,1j4n__A,train,1j4n,A,1
de0fb79c62ec5ca1,1j4n__A,1j4n__B,train,1j4n,B,0
de0fb79c62ec5ca1,1j4n__A,1j4n__C,train,1j4n,C,0
de0fb79c62ec5ca1,1j4n__A,1j4n__D,train,1j4n,D,0
536051a56e6c4d6e,1j95__A,1j95__A,train,1j95,A,1
536051a56e6c4d6e,1j95__A,1j95__B,train,1j95,B,0
536051a56e6c4d6e,1j95__A,1j95__C,train,1j95,C,0
536051a56e6c4d6e,1j95__A,1j95__D,train,1j95,D,0
9e708048f1c7ad45,1jb0__A,1jb0__A,train,1jb0,A,1
9e708048f1c7ad45,1jb0__A,7m75__A,train,7m75,A,0
9e708048f1c7ad45,1jb0__A,7m76__A,train,7m76,A,0
9e708048f1c7ad45,1jb0__A,7m78__A,train,7m78,A,0
2988ef8ffa74d869,1jb0__B,1jb0__B,train,1jb0,B,1
2988ef8ffa74d869,1jb0__B,6pfy__B,train,6pfy,B,0
2988ef8ffa74d869,1jb0__B,6pfy__H,train,6pfy,H,0
2988ef8ffa74d869,1jb0__B,6pfy__Z,train,6pfy,Z,0
2988ef8ffa74d869,1jb0__B,6pgk__B,train,6pgk,B,0
2988ef8ffa74d869,1jb0__B,6pgk__H,train,6pgk,H,0
2988ef8ffa74d869,1jb0__B,6pgk__Z,train,6pgk,Z,0
2988ef8ffa74d869,1jb0__B,7m75__B,train,7m75,B,0
2988ef8ffa74d869,1jb0__B,7m76__B,train,7m76,B,0
2988ef8ffa74d869,1jb0__B,7m78__B,train,7m78,B,0
b9158f38c43c05cf,1jb0__K,1jb0__K,train,1jb0,K,1
b9158f38c43c05cf,1jb0__K,6pfy__K,train,6pfy,K,0
b9158f38c43c05cf,1jb0__K,6pfy__T,train,6pfy,T,0
b9158f38c43c05cf,1jb0__K,6pfy__g,train,6pfy,g,0
b9158f38c43c05cf,1jb0__K,6pgk__K,train,6pgk,K,0
b9158f38c43c05cf,1jb0__K,6pgk__T,train,6pgk,T,0
b9158f38c43c05cf,1jb0__K,6pgk__g,train,6pgk,g,0
eb45348cc7c76b0a,1jb0__L,1jb0__L,train,1jb0,L,1
eb45348cc7c76b0a,1jb0__L,6pfy__L,train,6pfy,L,0
eb45348cc7c76b0a,1jb0__L,6pfy__U,train,6pfy,U,0
eb45348cc7c76b0a,1jb0__L,6pfy__h,train,6pfy,h,0
eb45348cc7c76b0a,1jb0__L,6pgk__L,train,6pgk,L,0
eb45348cc7c76b0a,1jb0__L,6pgk__U,train,6pgk,U,0
eb45348cc7c76b0a,1jb0__L,6pgk__h,train,6pgk,h,0
eb45348cc7c76b0a,1jb0__L,7m75__L,train,7m75,L,0
eb45348cc7c76b0a,1jb0__L,7m76__L,train,7m76,L,0
eb45348cc7c76b0a,1jb0__L,7m78__L,train,7m78,L,0
1da0e10dde11f405,1jgw__M,1jgw__M,train,1jgw,M,1
074ed5e68816282c,1jgx__M,1jgx__M,train,1jgx,M,1
8269071e66cb9446,1jgy__M,1jgy__M,train,1jgy,M,1
83b1edf11262f060,1jgz__M,1jgz__M,train,1jgz,M,1
a34d7ac0b0120952,1jvm__A,1jvm__A,train,1jvm,A,1
a34d7ac0b0120952,1jvm__A,1jvm__C,train,1jvm,C,0
91c80b90e71426ce,1jvm__B,1jvm__B,train,1jvm,B,1
91c80b90e71426ce,1jvm__B,1jvm__D,train,1jvm,D,0
042324097e719070,1k4c__C,1k4c__C,train,1k4c,C,1
042324097e719070,1k4c__C,1k4c__F,train,1k4c,F,0
042324097e719070,1k4c__C,1k4c__I,train,1k4c,I,0
042324097e719070,1k4c__C,1k4c__L,train,1k4c,L,0
042324097e719070,1k4c__C,1k4d__C,train,1k4d,C,0
042324097e719070,1k4c__C,1k4d__F,train,1k4d,F,0
042324097e719070,1k4c__C,1k4d__I,train,1k4d,I,0
042324097e719070,1k4c__C,1k4d__L,train,1k4d,L,0
042324097e719070,1k4c__C,1r3i__C,train,1r3i,C,0
042324097e719070,1k4c__C,1r3i__D,train,1r3i,D,0
042324097e719070,1k4c__C,1r3i__G,train,1r3i,G,0
042324097e719070,1k4c__C,1r3i__K,train,1r3i,K,0
042324097e719070,1k4c__C,1r3j__C,train,1r3j,C,0
042324097e719070,1k4c__C,1r3j__F,train,1r3j,F,0
042324097e719070,1k4c__C,1r3j__I,train,1r3j,I,0
042324097e719070,1k4c__C,1r3j__L,train,1r3j,L,0
042324097e719070,1k4c__C,1r3k__C,train,1r3k,C,0
042324097e719070,1k4c__C,1r3k__F,train,1r3k,F,0
042324097e719070,1k4c__C,1r3k__I,train,1r3k,I,0
042324097e719070,1k4c__C,1r3k__L,train,1r3k,L,0
042324097e719070,1k4c__C,1r3l__C,train,1r3l,C,0
042324097e719070,1k4c__C,1r3l__F,train,1r3l,F,0
042324097e719070,1k4c__C,1r3l__I,train,1r3l,I,0
042324097e719070,1k4c__C,1r3l__L,train,1r3l,L,0
042324097e719070,1k4c__C,2bob__C,train,2bob,C,0
042324097e719070,1k4c__C,2bob__D,train,2bob,D,0
042324097e719070,1k4c__C,2bob__E,train,2bob,E,0
042324097e719070,1k4c__C,2bob__F,train,2bob,F,0
042324097e719070,1k4c__C,2boc__C,train,2boc,C,0
042324097e719070,1k4c__C,2boc__D,train,2boc,D,0
